Station,Setup_date,Retrieval_date.Function.Date,Latitude,Longitude
Cell50Camera2,5/15/2016,8/5/2016,0,0
Cell50Camera2K,5/27/2016,7/28/2016,0,0
Cell50Camera3,5/16/2016,8/5/2016,0,0
Cell50Camera3K,5/27/2016,6/22/2016,0,0
Cell50Camera4,5/16/2016,8/5/2016,0,0
Cell50Camera4K,5/27/2016,7/28/2016,0,0
Cell50Camera5,5/17/2016,8/6/2016,0,0
Cell51Camera1,6/13/2016,8/1/2016,0,0
Cell51Camera2,6/15/2016,8/4/2016,0,0
Cell51Camera3,6/15/2016,8/4/2016,0,0
Cell52Camera1K,8/8/2017,10/6/2017,0,0
Cell52Camera2K,8/8/2017,10/7/2017,0,0
Cell52Camera3K,8/8/2017,10/7/2017,0,0
Cell52Camera4K,8/8/2017,10/7/2017,0,0
Cell53Camera1K,5/28/2016,7/27/2016,0,0
Cell53Camera2K,5/28/2016,7/27/2016,0,0
Cell53Camera3K,5/28/2016,7/27/2016,0,0
Cell53Camera4K,5/28/2016,7/27/2016,0,0
Cell54Camera1,7/26/2017,10/15/2017,0,0
Cell54Camera1K,8/7/2017,10/6/2017,0,0
Cell54Camera2K,8/7/2017,10/6/2017,0,0
Cell54Camera3,7/26/2017,10/15/2017,0,0
Cell54Camera3K,8/7/2017,10/6/2017,0,0
Cell54Camera4,7/26/2017,10/15/2017,0,0
Cell55Camera1,7/3/2016,10/2/2016,0,0
Cell55Camera1K,6/8/2017,8/7/2017,0,0
Cell55Camera2,7/3/2016,8/14/2016,0,0
Cell55Camera2K,6/8/2017,8/7/2017,0,0
Cell55Camera3,7/3/2016,9/1/2016,0,0
Cell55Camera3K,6/8/2017,8/7/2017,0,0
Cell55Camera4K,6/8/2017,8/7/2017,0,0
Cell57Camera1,6/7/2016,10/6/2016,0,0
Cell57Camera1K,6/8/2017,8/6/2017,0,0
